gene_id	gene_symbol	baseline_expression	true_log2_fold_change	is_differential	batch_log2_shift	gene_sets
ENSG00000000326	KCN762	111.77	0.0	0	-0.1363	
ENSG00000000327	GRIN264	176.89	0.0	0	-1.9554	IL6_JAK_STAT3_SIGNALING
ENSG00000000328	RPL737	9.5	0.0	0	1.4485	
ENSG00000000329	ADRB388	47.11	0.0	0	1.0799	IL6_JAK_STAT3_SIGNALING
ENSG00000000330	PRKC588	13.82	0.0	0	0.7831	EXTRACELLULAR_MATRIX_ORGANIZATION;SPERMATOGENESIS
ENSG00000000331	DUSP40	580.22	0.0	0	0.0436	ANGIOGENESIS
ENSG00000000332	FBXO538	31.01	0.0	0	1.3388	
ENSG00000000333	COPB887	18.53	0.0	0	1.3751	OXIDATIVE_PHOSPHORYLATION
ENSG00000000334	MLH1	1.12	0.0	0	-0.1938	
ENSG00000000335	TIMM563	1357.95	0.0	0	0.2601	XENOBIOTIC_METABOLISM
ENSG00000000336	DDX846	8.06	0.0	0	0.4551	CHOLESTEROL_HOMEOSTASIS;IL6_JAK_STAT3_SIGNALING
ENSG00000000337	SEC304	1.4	0.0	0	0.8409	E2F_TARGETS
ENSG00000000338	HDAC84	35.7	0.0	0	-1.9686	CHOLESTEROL_HOMEOSTASIS
ENSG00000000339	UBE2734	39.06	0.9085	1	-1.2042	TNFA_SIGNALING_VIA_NFKB
ENSG00000000340	ADRB561	301.0	0.0	0	1.2371	UNFOLDED_PROTEIN_RESPONSE
ENSG00000000341	RNF822	31.45	0.0	0	0.643	
ENSG00000000342	SPTB219	2345.07	0.0	0	0.3178	
ENSG00000000343	TMEM100	200.2	0.0	0	-0.2993	HEDGEHOG_SIGNALING
ENSG00000000344	MRPL402	8.28	0.0	0	0.3527	
ENSG00000000345	VPS729	85.09	0.0	0	1.8812	REACTIVE_OXYGEN_SPECIES
ENSG00000000346	VPS453	2025.72	0.0	0	0.5475	
ENSG00000000347	VPS545	3.08	0.0	0	-0.088	
ENSG00000000348	KDR	37.37	-2.7535	1	0.3041	
ENSG00000000349	CASP8	423.87	-2.4563	1	-0.1484	INTERFERON_ALPHA_RESPONSE
ENSG00000000350	COPB46	431.13	0.0	0	0.2169	
ENSG00000000351	TOMM695	1.58	0.0	0	-0.6537	E2F_TARGETS
ENSG00000000352	TOMM106	53.42	1.4527	1	-0.1367	WNT_BETA_CATENIN_SIGNALING
ENSG00000000353	CEBPA	38.9	-2.839	1	-1.0633	TNFA_SIGNALING_VIA_NFKB
ENSG00000000354	ADRB12	84.96	1.9821	1	-0.5304	TGF_BETA_SIGNALING
ENSG00000000355	RAB235	1087.74	0.0	0	-0.1544	
ENSG00000000356	TMEM687	377.49	0.0	0	0.0275	
ENSG00000000357	SCN399	810.96	0.0	0	-0.1311	
ENSG00000000358	ADAM771	4.29	0.0	0	0.331	TNFA_SIGNALING_VIA_NFKB
ENSG00000000359	GNA90	56.45	0.0	0	-0.645	WNT_BETA_CATENIN_SIGNALING
ENSG00000000360	HDAC785	1495.74	0.0	0	0.7166	
ENSG00000000361	KDM605	48.15	0.0	0	0.3601	OXIDATIVE_PHOSPHORYLATION;AUTOPHAGY
ENSG00000000362	SCN240	9.69	0.0	0	-0.4684	
ENSG00000000363	SMARC175	33.78	0.0	0	-0.4502	XENOBIOTIC_METABOLISM
ENSG00000000364	ABC50	8.25	0.0	0	-0.1443	
ENSG00000000365	TRIM590	230.07	0.0	0	1.1423	
ENSG00000000366	CUL158	43.76	0.0	0	-0.7179	
ENSG00000000367	ADAM410	6477.61	0.0	0	0.3733	
ENSG00000000368	RPL817	2.4	0.0	0	-1.2166	
ENSG00000000369	EIF211	77.45	0.0	0	0.8419	DNA_REPAIR
ENSG00000000370	PXN161	37.69	0.0	0	-0.3688	
ENSG00000000371	FOXO3	157.47	2.6953	1	-0.4435	DNA_REPAIR;ESTROGEN_RESPONSE
ENSG00000000372	SIRT632	235.58	1.3445	1	0.6142	
ENSG00000000373	RAB411	7.99	0.0	0	1.8658	DNA_REPAIR
ENSG00000000374	PLC99	270.14	0.0	0	-0.2212	
ENSG00000000375	UGT180	5.03	0.0	0	0.0944	
ENSG00000000376	DRD23	66.92	0.0	0	0.5984	
ENSG00000000377	DRD848	3.81	0.0	0	-0.5707	MAPK_SIGNALING
ENSG00000000378	TOMM581	25.25	0.0	0	-0.5258	
ENSG00000000379	NR5A2	52.4	0.0	0	0.6777	COMPLEMENT_CASCADE;PEROXISOME;REACTIVE_OXYGEN_SPECIES
ENSG00000000380	DYNC403	985.85	0.0	0	0.8143	
ENSG00000000381	TET249	4.67	0.0	0	-0.3219	DNA_REPAIR
ENSG00000000382	ACTN467	0.56	0.0	0	-0.2404	
ENSG00000000383	ADRB499	3.22	0.0	0	0.1068	
ENSG00000000384	DYNC254	16.67	0.0	0	-1.1146	XENOBIOTIC_METABOLISM
ENSG00000000385	EZH89	11.01	0.0	0	0.7824	
ENSG00000000386	SREBF1	2.87	0.0	0	0.4257	REACTIVE_OXYGEN_SPECIES
ENSG00000000387	PLC629	24.56	0.0	0	-0.0666	
ENSG00000000388	CCNB720	20.33	0.0	0	0.2972	AUTOPHAGY
ENSG00000000389	RAB153	33.8	0.0	0	0.6264	OXIDATIVE_PHOSPHORYLATION
ENSG00000000390	SUZ403	42.63	0.0	0	0.1437	
ENSG00000000391	TRIM478	22.12	0.0	0	-0.0056	
ENSG00000000392	OR228	2.45	0.0	0	0.6522	INTERFERON_ALPHA_RESPONSE;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000393	KIF797	82.33	0.0	0	-0.8901	WNT_BETA_CATENIN_SIGNALING
ENSG00000000394	BRD308	2.44	0.0	0	0.8629	INTERFERON_GAMMA_RESPONSE;WNT_BETA_CATENIN_SIGNALING;HEDGEHOG_SIGNALING
ENSG00000000395	SUZ83	83.65	0.0	0	0.9325	CHOLESTEROL_HOMEOSTASIS
ENSG00000000396	MAPK269	151.89	0.0	0	-0.0033	
ENSG00000000397	COPB747	29.29	1.4592	1	-0.6806	INFLAMMATORY_RESPONSE
ENSG00000000398	ARID388	3.23	0.0	0	1.036	
ENSG00000000399	MAPK845	110.87	0.0	0	1.7479	CELL_CYCLE_G2M_CHECKPOINT;COMPLEMENT_CASCADE
ENSG00000000400	GRIN705	143.79	0.0	0	-0.2881	
ENSG00000000401	RPS27	17164.63	0.0	0	0.3894	COAGULATION
ENSG00000000402	KDM431	37.08	0.0	0	-0.0612	
ENSG00000000403	ARF70	357.86	0.0	0	0.6039	
ENSG00000000404	VCL355	15.42	0.0	0	0.5319	ANGIOGENESIS
ENSG00000000405	DYNC364	15.14	0.0	0	-0.9736	IL6_JAK_STAT3_SIGNALING
ENSG00000000406	EZH639	47.78	0.0	0	-0.4049	
ENSG00000000407	ACTN636	6.73	0.0	0	-0.6798	
ENSG00000000408	SIRT743	13.64	0.0	0	0.3153	
ENSG00000000409	TRIM531	36.21	0.0	0	-0.2281	COMPLEMENT_CASCADE
ENSG00000000410	ANAPC779	109.23	0.0	0	0.4691	CHOLESTEROL_HOMEOSTASIS;PI3K_AKT_MTOR_SIGNALING
ENSG00000000411	EZH494	2078.14	0.0	0	1.9301	
ENSG00000000412	DUSP764	1612.09	0.0	0	1.7702	INTERFERON_GAMMA_RESPONSE
ENSG00000000413	TUBB608	227.74	0.0	0	0.6389	SPERMATOGENESIS
ENSG00000000414	RAB779	116.25	0.0	0	1.7324	
ENSG00000000415	DRD280	51.79	0.0	0	-1.0221	
ENSG00000000416	ARF476	3.15	0.0	0	-0.2133	HEDGEHOG_SIGNALING
ENSG00000000417	TET681	12.28	0.0	0	-0.2936	
ENSG00000000418	ADRB404	1111.56	0.0	0	0.6913	IL6_JAK_STAT3_SIGNALING
ENSG00000000419	ATAD518	1.76	0.0	0	-0.3267	COMPLEMENT_CASCADE
ENSG00000000420	SMARC558	63.6	0.0	0	1.0952	CHOLESTEROL_HOMEOSTASIS;RIBOSOME_BIOGENESIS
ENSG00000000421	SUZ202	17.2	0.0	0	1.1228	NOTCH_SIGNALING
ENSG00000000422	TRIM895	37.36	0.0	0	-1.4253	
ENSG00000000423	EZH545	134.83	0.0	0	0.734	WNT_BETA_CATENIN_SIGNALING
ENSG00000000424	SUZ621	5.03	0.0	0	0.1603	
ENSG00000000425	ANK386	2.11	0.0	0	1.1363	APOPTOSIS;ANGIOGENESIS
ENSG00000000426	SLC279	3.04	0.0	0	-0.481	MYOGENESIS
ENSG00000000427	PXN855	220.53	0.0	0	0.4501	
ENSG00000000428	DUSP64	12.76	0.0	0	-0.2077	
ENSG00000000429	TIMM741	90.39	0.0	0	1.7736	TGF_BETA_SIGNALING
ENSG00000000430	RAB11FIP480	28.23	0.0	0	-1.4092	SPERMATOGENESIS
ENSG00000000431	SUZ761	8.34	0.0	0	0.4629	DNA_REPAIR;REACTIVE_OXYGEN_SPECIES
ENSG00000000432	HTR135	287.99	0.0	0	0.3058	
ENSG00000000433	DDX200	15.84	0.0	0	-1.2624	E2F_TARGETS;REACTIVE_OXYGEN_SPECIES
ENSG00000000434	TLN484	110.57	0.0	0	-0.0273	
ENSG00000000435	DHX610	31.14	0.0	0	-1.1195	OXIDATIVE_PHOSPHORYLATION;ANGIOGENESIS;HEDGEHOG_SIGNALING
ENSG00000000436	ABC399	29.37	0.0	0	1.77	
ENSG00000000437	RHO881	276.08	0.0	0	-1.279	
ENSG00000000438	OR182	2.51	0.0	0	0.1292	DNA_REPAIR
ENSG00000000439	MRPL201	23.15	0.0	0	-0.5584	
ENSG00000000440	GRIN761	302.66	0.0	0	0.2384	GLYCOLYSIS;WNT_BETA_CATENIN_SIGNALING;NOTCH_SIGNALING
ENSG00000000441	TOMM348	31.1	0.0	0	0.37	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000000442	VCL28	8.46	0.0	0	-0.7728	
ENSG00000000443	HDAC102	3.6	0.0	0	1.6703	
ENSG00000000444	SCN605	935.16	0.0	0	0.0519	
ENSG00000000445	DUSP640	492.95	0.0	0	0.3779	
ENSG00000000446	TLN137	55.09	0.0	0	0.3606	REACTIVE_OXYGEN_SPECIES
ENSG00000000447	TRIM724	45.96	0.0	0	-0.1724	
ENSG00000000448	INS	3.67	0.0	0	0.8007	
ENSG00000000449	SMARC25	295.9	0.0	0	-1.2966	TGF_BETA_SIGNALING
ENSG00000000450	DDX736	298.51	0.0	0	-0.2258	ADIPOGENESIS
ENSG00000000451	KMT2243	38.35	0.0	0	-0.8774	AUTOPHAGY;SPERMATOGENESIS
ENSG00000000452	RPS433	2.64	0.0	0	-0.5496	
ENSG00000000453	RAB11FIP590	3.97	0.0	0	1.2401	ESTROGEN_RESPONSE
ENSG00000000454	KDM816	2.14	0.0	0	1.5505	MAPK_SIGNALING
ENSG00000000455	EZH570	21.44	0.0	0	0.6475	
ENSG00000000456	RPL710	30.38	0.0	0	0.2485	TGF_BETA_SIGNALING
ENSG00000000457	EZH329	49.52	-1.3793	1	0.1139	DNA_REPAIR;APOPTOSIS;INFLAMMATORY_RESPONSE;WNT_BETA_CATENIN_SIGNALING;SPERMATOGENESIS;PROTEIN_SECRETION
ENSG00000000458	KIF339	7131.09	0.0	0	-0.3374	
ENSG00000000459	DUSP310	1260.76	0.0	0	0.1142	INTERFERON_ALPHA_RESPONSE;E2F_TARGETS
ENSG00000000460	ANK314	251.19	0.0	0	0.9149	TGF_BETA_SIGNALING
ENSG00000000461	RAB570	211.41	0.0	0	-1.0712	
ENSG00000000462	BRD592	126.29	0.0	0	-0.4212	IL6_JAK_STAT3_SIGNALING;MRNA_SPLICING
ENSG00000000463	BRD695	4.52	0.0	0	0.8642	
ENSG00000000464	EIF175	174.79	0.0	0	-0.42	
ENSG00000000465	KIF555	80.1	0.0	0	0.7831	
ENSG00000000466	GABR360	40.3	0.0	0	-0.5604	INTERFERON_ALPHA_RESPONSE;PI3K_AKT_MTOR_SIGNALING
ENSG00000000467	ABC135	76.62	0.0	0	-0.5161	INTERFERON_ALPHA_RESPONSE;PI3K_AKT_MTOR_SIGNALING
ENSG00000000468	ARF386	236.43	0.0	0	-0.6566	
ENSG00000000469	GNA742	28.24	-1.1849	1	-0.6663	HYPOXIA;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000470	TUBB494	12.16	0.0	0	0.3956	INTERFERON_ALPHA_RESPONSE
ENSG00000000471	CUL844	209.74	0.0	0	0.6098	TGF_BETA_SIGNALING
ENSG00000000472	ADRB476	167.66	0.0	0	0.0369	SPERMATOGENESIS
ENSG00000000473	GNA564	11.31	0.0	0	0.7218	HYPOXIA;NOTCH_SIGNALING
ENSG00000000474	MRPS433	19.26	0.0	0	1.6425	ADIPOGENESIS
ENSG00000000475	ANK697	14.88	0.0	0	-0.0928	WNT_BETA_CATENIN_SIGNALING
ENSG00000000476	SNX867	238.75	0.0	0	0.1788	GLYCOLYSIS;TGF_BETA_SIGNALING
ENSG00000000477	CACN257	26.27	0.0	0	0.6497	OXIDATIVE_PHOSPHORYLATION
ENSG00000000478	USP297	0.69	0.0	0	0.7803	IL6_JAK_STAT3_SIGNALING
ENSG00000000479	CDC199	24.02	0.0	0	0.5678	
ENSG00000000480	CHRM647	1089.07	0.0	0	0.1923	EPITHELIAL_MESENCHYMAL_TRANSITION;EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000481	RPS120	1.54	0.0	0	-0.1067	SPERMATOGENESIS
ENSG00000000482	BRD328	706.64	0.0	0	0.6464	
ENSG00000000483	TUBB91	345.87	0.0	0	0.2565	
ENSG00000000484	UBE2741	10.06	0.0	0	0.4627	UNFOLDED_PROTEIN_RESPONSE
ENSG00000000485	KCN110	47.68	0.0	0	-1.0652	PEROXISOME
ENSG00000000486	COL507	0.73	0.0	0	0.1694	P53_SIGNALING
ENSG00000000487	MMP351	68.97	0.0	0	0.2485	
ENSG00000000488	RPL255	6.21	0.0	0	-0.1431	
ENSG00000000489	CACN451	13.16	0.0	0	0.7516	WNT_BETA_CATENIN_SIGNALING
ENSG00000000490	TET447	486.86	0.0	0	-2.1669	
ENSG00000000491	TOMM720	16.8	0.0	0	-0.3548	DNA_REPAIR;MYOGENESIS
ENSG00000000492	SPTB579	37.33	0.0	0	-0.5776	
ENSG00000000493	USP830	33.94	0.0	0	-0.9446	
ENSG00000000494	KRT172	29.46	0.0	0	-0.2362	ESTROGEN_RESPONSE
ENSG00000000495	CHRM190	3.61	0.0	0	0.0356	HYPOXIA;MAPK_SIGNALING;MYC_TARGETS;ANDROGEN_RESPONSE
ENSG00000000496	ADRB177	11.26	0.0	0	-0.6972	MYOGENESIS
ENSG00000000497	DRD688	83.4	0.0	0	-0.7802	REACTIVE_OXYGEN_SPECIES
ENSG00000000498	MRPL315	139.65	0.0	0	0.2734	
ENSG00000000499	SMARC389	48.58	0.0	0	-0.1531	MRNA_SPLICING
ENSG00000000500	ACTN747	24.08	0.0	0	0.563	MYOGENESIS
ENSG00000000501	CDC658	1.54	0.0	0	1.0936	
ENSG00000000502	TUBB249	9.13	0.0	0	0.403	XENOBIOTIC_METABOLISM
ENSG00000000503	ADRB142	99.51	0.0	0	-0.8611	
ENSG00000000504	CYP683	67.14	0.0	0	-1.8512	
ENSG00000000505	MDM2	2.19	0.0	0	-0.3131	SPERMATOGENESIS
ENSG00000000506	ADAM894	60.28	0.0	0	1.0349	
ENSG00000000507	TLN556	3.92	0.0	0	-0.489	XENOBIOTIC_METABOLISM
ENSG00000000508	MAPK270	27.49	0.0	0	-0.0679	COMPLEMENT_CASCADE
ENSG00000000509	FBXO597	54.32	0.0	0	1.5071	NOTCH_SIGNALING
ENSG00000000510	PXN766	4.34	0.0	0	-0.4099	ANGIOGENESIS;SPERMATOGENESIS
ENSG00000000511	USP153	153.13	0.0	0	0.2959	COMPLEMENT_CASCADE;EXTRACELLULAR_MATRIX_ORGANIZATION;ANDROGEN_RESPONSE;PEROXISOME
ENSG00000000512	KMT2268	7.54	0.0	0	0.8284	PI3K_AKT_MTOR_SIGNALING;REACTIVE_OXYGEN_SPECIES
ENSG00000000513	NQO1	108.54	-1.6755	1	0.3219	TNFA_SIGNALING_VIA_NFKB;MRNA_SPLICING
ENSG00000000514	SNX611	1.75	0.0	0	0.272	MYOGENESIS;PEROXISOME
ENSG00000000515	TOMM136	142.96	0.0	0	-1.0246	APOPTOSIS
ENSG00000000516	RNF540	114.04	0.0	0	-0.9624	
ENSG00000000517	DRD655	31.46	0.0	0	0.6469	CHOLESTEROL_HOMEOSTASIS
ENSG00000000518	SUZ863	0.87	0.0	0	-0.0453	MYOGENESIS
ENSG00000000519	CYP483	85.1	0.0	0	-0.2612	INTERFERON_GAMMA_RESPONSE;SPERMATOGENESIS
ENSG00000000520	GABR151	330.61	0.0	0	0.1377	
ENSG00000000521	DYNC298	63.45	0.0	0	1.7015	SPERMATOGENESIS
ENSG00000000522	VEGFB	53.88	0.0	0	-0.6985	FATTY_ACID_METABOLISM;AUTOPHAGY;SPERMATOGENESIS
ENSG00000000523	ADAM639	31.2	0.0	0	0.7002	
ENSG00000000524	SIRT365	18.54	0.0	0	0.9631	
ENSG00000000525	CDC93	3.18	0.0	0	-1.126	
ENSG00000000526	CDC736	19.35	0.0	0	1.361	
ENSG00000000527	PPP1R836	52.56	0.0	0	0.2391	COMPLEMENT_CASCADE
ENSG00000000528	TLN821	8.03	0.0	0	-0.1989	
ENSG00000000529	RNF448	16.22	0.0	0	-0.6252	
ENSG00000000530	KMT2307	201.61	0.0	0	-0.1475	COAGULATION;MAPK_SIGNALING
ENSG00000000531	ARID737	8.38	0.0	0	0.688	
ENSG00000000532	ARF22	39.71	0.0	0	0.3218	HYPOXIA;RIBOSOME_BIOGENESIS;REACTIVE_OXYGEN_SPECIES
ENSG00000000533	TRIM624	50.29	0.0	0	-0.1757	
ENSG00000000534	RPS4	0.69	0.0	0	0.5195	MYOGENESIS;XENOBIOTIC_METABOLISM
ENSG00000000535	ANK265	159.79	0.0	0	0.1655	
ENSG00000000536	TIMM628	79.14	0.0	0	1.4856	
ENSG00000000537	PPP2R521	163.58	0.0	0	0.0968	
ENSG00000000538	HIST1H82	1.39	0.0	0	0.9541	INTERFERON_GAMMA_RESPONSE
ENSG00000000539	DHX638	4.2	0.0	0	-0.0954	P53_SIGNALING
ENSG00000000540	DHX392	4220.11	0.0	0	0.9076	
ENSG00000000541	ACTN195	483.62	0.0	0	-1.9464	CHOLESTEROL_HOMEOSTASIS
ENSG00000000542	TET559	83.31	0.0	0	0.3219	
ENSG00000000543	ZNF480	375.66	0.0	0	-0.2078	PROTEIN_SECRETION
ENSG00000000544	KDM705	277.33	0.0	0	0.7138	
ENSG00000000545	CCND1	1039.82	2.893	1	1.2257	FATTY_ACID_METABOLISM
ENSG00000000546	SPTB690	8.58	0.0	0	0.6685	NOTCH_SIGNALING
ENSG00000000547	COPB639	0.34	0.0	0	1.1085	OXIDATIVE_PHOSPHORYLATION;PROTEIN_SECRETION
ENSG00000000548	ANAPC726	107.74	0.0	0	0.9331	GLYCOLYSIS;ANGIOGENESIS
ENSG00000000549	ANK401	0.55	0.0	0	-1.4835	SPERMATOGENESIS
ENSG00000000550	ARID241	283.17	0.0	0	0.0716	
ENSG00000000551	ADAM68	45.97	0.0	0	0.64	
ENSG00000000552	EZH184	2.48	0.0	0	-0.0905	COMPLEMENT_CASCADE;PI3K_AKT_MTOR_SIGNALING
ENSG00000000553	DDX155	16.75	0.0	0	0.0284	
ENSG00000000554	OR136	18.5	0.0	0	0.0175	
ENSG00000000555	SLC133	31.73	0.0	0	0.8871	INTERFERON_ALPHA_RESPONSE;COMPLEMENT_CASCADE;HEDGEHOG_SIGNALING
ENSG00000000556	SPTB841	7.41	0.0	0	-0.3512	CHOLESTEROL_HOMEOSTASIS
ENSG00000000557	SPTB278	1.93	0.0	0	0.7488	CELL_CYCLE_G2M_CHECKPOINT;ANGIOGENESIS
ENSG00000000558	ACTN345	77.29	0.0	0	-0.3157	
ENSG00000000559	KRT298	40.7	0.0	0	1.8011	
ENSG00000000560	BRD508	139.62	0.0	0	-0.4249	
ENSG00000000561	SNX248	3.55	0.0	0	-0.0166	NOTCH_SIGNALING
ENSG00000000562	ZNF396	137.49	0.0	0	-0.7662	
ENSG00000000563	ARF415	2.39	0.0	0	0.5642	PEROXISOME
ENSG00000000564	PLC759	422.64	0.0	0	-0.4032	
ENSG00000000565	CACN4	70.22	0.0	0	-0.372	
ENSG00000000566	UGT612	56.84	0.0	0	1.7318	
ENSG00000000567	RNF286	24.7	0.0	0	-0.3886	AUTOPHAGY;ANDROGEN_RESPONSE
ENSG00000000568	ACTN267	5.74	0.0	0	1.7394	
ENSG00000000569	RAB11FIP130	22.63	0.0	0	0.2279	FATTY_ACID_METABOLISM;TGF_BETA_SIGNALING
ENSG00000000570	CYP754	196.26	0.0	0	-0.0928	
ENSG00000000571	ACTN556	41.5	0.0	0	0.3928	PI3K_AKT_MTOR_SIGNALING
ENSG00000000572	GRIN527	4.83	0.0	0	0.1585	
ENSG00000000573	MRPL200	198.66	0.0	0	0.1053	
ENSG00000000574	MYO277	514.46	0.0	0	0.0825	
ENSG00000000575	EIF566	364.17	0.0	0	-0.6582	PEROXISOME
ENSG00000000576	UBE2705	1.05	0.0	0	-0.882	
ENSG00000000577	DYNC354	215.81	0.0	0	-1.6791	CHOLESTEROL_HOMEOSTASIS;TGF_BETA_SIGNALING
ENSG00000000578	SMARC753	13.08	0.0	0	0.4571	IL6_JAK_STAT3_SIGNALING;PROTEIN_SECRETION
ENSG00000000579	SUZ189	1.76	0.0	0	-2.1465	WNT_BETA_CATENIN_SIGNALING;REACTIVE_OXYGEN_SPECIES
ENSG00000000580	HDAC568	38.27	0.0	0	-2.1135	
ENSG00000000581	ACTA2	64.71	2.6788	1	1.5568	
ENSG00000000582	CHRM14	143.39	0.0	0	1.9952	
ENSG00000000583	TLN757	15.4	0.0	0	0.1379	E2F_TARGETS
ENSG00000000584	RAB11FIP454	246.44	0.0	0	-0.2431	
ENSG00000000585	PRKC566	216.59	0.0	0	0.3425	FATTY_ACID_METABOLISM
ENSG00000000586	ARF343	8.76	0.0	0	-0.3963	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000587	TOMM735	57.58	0.0	0	0.1579	EPITHELIAL_MESENCHYMAL_TRANSITION
ENSG00000000588	SEC31	1788.48	0.0	0	1.3525	
ENSG00000000589	VCL633	4.47	0.0	0	-1.417	E2F_TARGETS
ENSG00000000590	ADRB295	22.01	0.0	0	-0.246	TGF_BETA_SIGNALING;MRNA_SPLICING
ENSG00000000591	CDC331	250.97	0.0	0	-0.739	
ENSG00000000592	SIRT266	8.35	0.0	0	0.7335	
ENSG00000000593	VCL728	33.7	0.0	0	-1.3314	
ENSG00000000594	ADRB892	10.88	0.0	0	0.9241	
ENSG00000000595	ARID515	4.47	0.0	0	-0.1877	
ENSG00000000596	GABR135	25.93	0.0	0	0.2241	
ENSG00000000597	OR538	44.41	0.0	0	0.2328	RIBOSOME_BIOGENESIS
ENSG00000000598	SNX779	17.01	0.0	0	-1.1177	PI3K_AKT_MTOR_SIGNALING
ENSG00000000599	HIST1H121	133.28	0.0	0	-1.0004	MAPK_SIGNALING
ENSG00000000600	CHRM359	315.9	0.0	0	-0.0936	P53_SIGNALING
ENSG00000000601	DUSP672	1.28	0.0	0	-0.5784	GLYCOLYSIS
ENSG00000000602	SEC189	146.1	0.0	0	-0.1403	
ENSG00000000603	COL732	46.11	0.0	0	0.4952	
ENSG00000000604	KDM799	227.48	0.0	0	-0.2149	
ENSG00000000605	CHRM542	106.72	0.0	0	-0.5994	
ENSG00000000606	HDAC33	37.69	0.0	0	0.4972	TNFA_SIGNALING_VIA_NFKB;COMPLEMENT_CASCADE;MAPK_SIGNALING;REACTIVE_OXYGEN_SPECIES
ENSG00000000607	COPB23	6.75	0.0	0	-0.4978	
ENSG00000000608	TUBB287	150.82	0.0	0	2.0509	HYPOXIA
ENSG00000000609	MYO419	102.23	0.0	0	-2.1697	
ENSG00000000610	ZNF204	14.0	0.0	0	1.3956	
ENSG00000000611	COL681	6.4	0.0	0	-0.4428	ANGIOGENESIS
ENSG00000000612	CHRM53	38.71	0.0	0	1.1165	
ENSG00000000613	GRIN437	63.59	0.0	0	0.2564	
ENSG00000000614	ABC285	6.74	0.0	0	-0.3517	HEDGEHOG_SIGNALING
ENSG00000000615	GRIN676	114.45	0.0	0	-1.1822	
ENSG00000000616	CACN353	15.5	0.0	0	0.4007	ADIPOGENESIS
ENSG00000000617	CCNB884	399.51	0.0	0	-1.0833	
ENSG00000000618	ABC866	80.06	0.0	0	1.1185	
ENSG00000000619	PXN241	51.53	0.0	0	-0.3216	
ENSG00000000620	RPL87	2.67	0.0	0	0.3303	
ENSG00000000621	ARID832	25.56	0.0	0	-0.4995	
ENSG00000000622	SUZ177	13.54	0.0	0	0.1771	EPITHELIAL_MESENCHYMAL_TRANSITION;E2F_TARGETS
ENSG00000000623	RAB11FIP505	65.28	0.0	0	-0.0231	
ENSG00000000624	EZH238	1.16	0.0	0	1.4769	EXTRACELLULAR_MATRIX_ORGANIZATION
ENSG00000000625	USP631	5.76	0.0	0	0.004	AUTOPHAGY
ENSG00000000626	MRPS654	168.39	0.0	0	-0.8092	COAGULATION
ENSG00000000627	FBXO852	12.29	0.0	0	0.3659	E2F_TARGETS;PEROXISOME;REACTIVE_OXYGEN_SPECIES
ENSG00000000628	KMT2543	55.82	0.0	0	-0.0125	PEROXISOME
ENSG00000000629	ACTN761	7.88	0.0	0	-0.0378	NOTCH_SIGNALING
ENSG00000000630	ARID519	3.9	0.0	0	-0.9536	
ENSG00000000631	ARID720	157.04	0.0	0	1.2401	MAPK_SIGNALING;PROTEIN_SECRETION
ENSG00000000632	DDX868	42.99	0.0	0	0.9658	
ENSG00000000633	ADAM866	15.16	0.0	0	0.8737	ANDROGEN_RESPONSE
ENSG00000000634	CASP1	4.45	0.0	0	0.9449	
ENSG00000000635	BRD310	2.64	0.0	0	0.7463	NOTCH_SIGNALING
ENSG00000000636	VCL57	3.31	0.0	0	-1.0188	
ENSG00000000637	TOMM780	18.39	0.0	0	-0.3134	NOTCH_SIGNALING
ENSG00000000638	PRKC307	855.16	0.0	0	-0.3562	P53_SIGNALING;PI3K_AKT_MTOR_SIGNALING
ENSG00000000639	MYO843	62.99	0.0	0	0.1216	OXIDATIVE_PHOSPHORYLATION;MAPK_SIGNALING
ENSG00000000640	VCL61	0.47	0.0	0	-0.4711	
ENSG00000000641	UBE2485	56.61	0.0	0	0.0685	MYC_TARGETS
ENSG00000000642	CUL518	556.17	0.0	0	0.1888	HYPOXIA
ENSG00000000643	TOMM70	7.06	0.0	0	-0.7329	DNA_REPAIR;WNT_BETA_CATENIN_SIGNALING
ENSG00000000644	ABC665	153.88	0.0	0	0.4349	
ENSG00000000645	SMARC7	139.47	0.0	0	-0.4498	
ENSG00000000646	SLC327	138.32	0.0	0	-1.6788	
ENSG00000000647	RAB11FIP791	127.68	0.0	0	1.1165	
ENSG00000000648	CDC195	889.75	0.0	0	0.0136	DNA_REPAIR
ENSG00000000649	RAB11FIP75	92.57	0.0	0	0.1564	
ENSG00000000650	CACN144	1249.26	0.0	0	0.9519	NOTCH_SIGNALING
ENSG00000000651	RAB749	90.42	0.0	0	1.0198	UNFOLDED_PROTEIN_RESPONSE
ENSG00000000652	GABR58	27.23	0.0	0	-0.77	
ENSG00000000653	MMP284	40.73	0.0	0	0.3598	ESTROGEN_RESPONSE
ENSG00000000654	PXN50	24.12	0.0	0	-0.3837	
ENSG00000000655	ABC727	77.72	0.0	0	0.4042	
ENSG00000000656	PRKC637	308.7	0.0	0	-1.8124	
ENSG00000000657	DHX719	794.54	0.0	0	-0.5168	DNA_REPAIR
